Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message
0,1000,,,,-1.0625,0,0.04296875,,,12.227713244515,-0.005257294900355,0,0,0.06428469448339,,0,,,0.08203125,
0,1000,,,,-1.0625,0.02734375,0.0078125,,0.00029390312031,12.2279120023813,-0.004669092144136,0,0,0.057093247869505,,0,,,0.08203125,
0.022554999999702,1000,,,,-1.0625,-0.01171875,-0.00390625,,,12.227753525586,-0.002706459454988,0,0,0.03309391914259,,0,,,0.08203125,
0.047754999998957,1000,,,,-1.0625,0.0078125,0.021484375,,,12.2277893510677,-0.003262226995363,0,0,0.03988982451466,,0,,,0.08203125,
0.072534999999218,1000,,,,-1.0625,0.0078125,0.021484375,-0.000139787571864,,12.2278196794082,-0.001755637576729,0,0,0.021467619710638,0,0,0,0,0.08203125,
0.098699999999255,1000,,,,-1.0625,-0.015625,-0.005859375,,,12.2278466874416,-0.001687587147716,0,0,0.020635556913965,,0,,,0.08203125,
0.123674999999814,1000,,,,-1.0625,0.005859375,0.017578125,,,12.227869217348,-0.001864065964959,0,0,0.022793554832022,,0,,,0.08203125,
0.157894999998622,1000,,,,-1.0625,0.03125,0,,0.000384574190318,12.228329472993,-0.00270967390075,0,0,0.033134785222744,,0,,,0.08203125,
0.182294999998994,1000,,,,-1.0625,0.013671875,-0.029296875,,,12.2282317717787,-0.001529453030815,0,0,0.018702506144852,,0,,,0.08203125,
0.204729999999516,1000,,,,-1.0625,0.0078125,0.03515625,-0.000130549819105,,12.2282013549894,-0.00132730184738,0,0,0.01623051424861,0,0,0,0,0.08203125,
0.226714999999851,1000,,,,-1.0625,0.015625,0.029296875,,,12.2280471072835,0.000515286719983,0,0,0,,0,,,0.08203125,
0.248054999999702,1000,,,,-1.0625,-0.013671875,-0.00390625,,,12.2282880396079,0.000251110048074,0,0,0,,0,,,0.08203125,
0.27218499999959,1000,,,,-1.0625,-0.005859375,0.021484375,,,12.2283885685268,0.000215657828841,0,0,0,,0,,,0.08203125,
0.293799999998882,1000,,,,-1.0625,0.017578125,0.029296875,,0.000391306080107,12.228111346597,-0.000182181943887,0,0,0,,0,,,0.08203125,
0.345609999999404,1000,,,,-1.0625,0.009765625,-0.001953125,,,12.2280820960598,-0.000564057096046,0,0,0,,0,,,0.08203125,
0.367734999999404,1000,,,,-1.0625,0.013671875,0.001953125,-0.00014520507285,,12.2278402065754,-0.000950990096922,0,0,0.011628554943204,0,0,0,0,0.08203125,
0.392859999999404,1000,,,,-1.0625,0.01953125,-0.033203125,,,12.2280099159568,-0.001288133421773,0,0,0.015751308254514,,0,,,0.08203125,
0.424414999999106,1000,,,,-1.0625,0.0078125,0,,,12.2279289557005,-0.005705388236097,0,0,0.069765082015682,,0,,,0.08203125,
0.448514999999665,1000,,,,-1.0625,0.001953125,0.029296875,,0.00045173354161,12.2280306703103,-0.004620604678722,0,0,0.056500895726792,,0,,,0.08203125,
0.472995000000112,1000,,,,-1.0625,-0.013671875,0.044921875,,,12.2280263502767,-0.006245624798819,0,0,0.076371664613897,,0,,,0.083984375,
0.500290000000037,1000,,,,-1.0625,0.0234375,-0.013671875,,,12.2278269357931,-0.006178330749013,0,0,0.075547559151019,,0,,,0.083984375,
0.527859999999404,1000,,,,-1.0625,0.021484375,0.009765625,-0.000226829396811,,12.2278561676705,-0.005795974703317,0,0,0.070872345023618,0,0,0,0,0.083984375,
0.551524999999441,1000,,,,-1.0625,0.0078125,0.009765625,,,12.2279271842866,-0.004652434010922,0,0,0.056889624315257,,0,,,0.083984375,
0.575785000000149,1000,,,,-1.0625,0.021484375,0.0234375,,,12.2278670714234,-0.004914498547252,0,0,0.060093834958499,,0,,,0.083984375,
0.598159999999218,1000,,,,-1.0625,0.0234375,-0.025390625,,0.000194001494001,12.2275404306916,-0.004280968316005,0,0,0.052345713166464,,0,,,0.083984375,
0.623074999999255,1000,,,,-1.0625,0,0.01171875,,,12.2274780376957,-0.003868470672604,0,0,0.047301640188738,,0,,,0.083984375,
0.644254999999888,1000,,,,-1.0625,0.005859375,0.021484375,,,12.2277070141981,-0.004283995745413,0,0,0.052383444824977,,0,,,0.083984375,
0.674374999999069,1000,,,,-1.0625,0.01953125,0.013671875,-0.000271083951681,,12.2275093401158,-0.006513329267988,0,0,0.079641794459567,0,0,0,0,0.083984375,
0.698394999999553,1000,,,,-1.0625,0.017578125,-0.01171875,,,12.2275281719493,-0.006249559159089,0,0,0.076416660680022,,0,,,0.083984375,
0.72205999999959,1000,,,,-1.0625,0.017578125,0,,,12.2280257987029,-0.004578015816319,0,0,0.055980095508819,,0,,,0.083984375,
0.744689999999479,1000,,,,-1.0625,0.015625,0.02734375,,8.80389700903696E-05,12.2279035342803,-0.005513886339706,0,0,0.067423270260905,,0,,,0.083984375,
